 +9.64803E+01,+1.44000E+01
 +9.64537E+01,+1.49093E+01
 +9.64061E+01,+1.51355E+01
 +9.64061E+01,+1.51355E+01
 +9.59115E+01,+1.55345E+01
 +9.50951E+01,+1.58126E+01
 +9.42086E+01,+1.57702E+01
 +9.37878E+01,+1.55618E+01
 +9.33678E+01,+1.53526E+01
 +9.29413E+01,+1.48688E+01
 +9.25168E+01,+1.43843E+01
 +9.20682E+01,+1.37149E+01
 +9.20682E+01,+1.37149E+01
 +9.18889E+01,+1.31537E+01
 +9.17000E+01,+1.22832E+01
 +9.16426E+01,+1.17915E+01
 +9.15907E+01,+1.13003E+01
 +9.15764E+01,+1.05142E+01
 +9.15586E+01,+1.00560E+01
 +9.15334E+01,+9.60370E+00
 +9.15959E+01,+9.13017E+00
 +9.16511E+01,+8.65620E+00
 +9.17809E+01,+8.15983E+00
 +9.19032E+01,+7.66274E+00
 +9.22781E+01,+6.94757E+00
 +9.22781E+01,+6.94757E+00
 +9.23761E+01,+6.33253E+00
 +9.25375E+01,+5.70195E+00
 +9.26651E+01,+5.00508E+00
 +9.29030E+01,+4.38448E+00
 +9.32270E+01,+3.71599E+00
 +9.37535E+01,+3.04767E+00
 +9.44052E+01,+2.45683E+00
 +9.49794E+01,+2.10410E+00
 +9.49794E+01,+2.10410E+00
 +9.55419E+01,+1.88178E+00
 +9.60886E+01,+1.48729E+00
 +9.62019E+01,+1.34500E+00
 +9.62019E+01,+1.34500E+00
 +9.67427E+01,+1.76284E+00
 +9.67828E+01,+2.18540E+00
 +9.66968E+01,+2.97907E+00
 +9.66014E+01,+3.77218E+00
 +9.65669E+01,+4.64448E+00
 +9.60135E+01,+5.11363E+00
 +9.54350E+01,+5.71525E+00
 +9.49496E+01,+6.25911E+00
 +9.44975E+01,+6.83692E+00
 +9.48826E+01,+7.13930E+00
 +9.44599E+01,+7.60272E+00
 +9.47747E+01,+7.84720E+00
 +9.44288E+01,+8.31186E+00
 +9.41712E+01,+8.68600E+00
 +9.39860E+01,+9.01948E+00
 +9.44146E+01,+9.27021E+00
 +9.42164E+01,+9.71684E+00
 +9.40238E+01,+1.01700E+01
 +9.44146E+01,+1.06790E+01
 +9.48068E+01,+1.11876E+01
 +9.51546E+01,+1.20530E+01
 +9.55046E+01,+1.29180E+01
 +9.58571E+01,+1.37825E+01
 +9.65031E+01,+1.41292E+01
 +9.64803E+01,+1.44000E+01
 +9.64803E+01,+1.44000E+01
